,userid,productid,main_category,sub_category,rating
485,87588,acs095684,accessories,Bags & Luggage,2.0
486,59626,bag111820,bags & luggage,Travel Accessories,2.8
487,61758,wcl060851,women's clothing,Lingerie & Nightwear,1.5
488,39859,acs090284,accessories,Jewellery,4.8
489,79965,wsh134117,women's shoes,Shoes,4.0
490,62899,app211259,appliances,Heating & Cooling Appliances,1.9
491,28677,tvc063984,"tv, audio & cameras",Camera Accessories,4.1
492,43348,app050325,appliances,Kitchen & Home Appliances,2.8
493,18629,acs162671,accessories,Fashion & Silver Jewellery,2.4
494,97320,wcl111604,women's clothing,Lingerie & Nightwear,1.6
495,90350,tvc256234,"tv, audio & cameras",Home Entertainment Systems,4.8
496,43571,str043325,stores,Men's Fashion,2.0
497,19974,kfa006357,kids' fashion,Kids' Fashion,1.3
498,68271,wcl232324,women's clothing,Ethnic Wear,1.8
499,93719,tvc032747,"tv, audio & cameras",Headphones,2.3
500,97531,msc086401,music,Musical Instruments & Professional Audio,1.9
501,82761,wcl053278,women's clothing,Ethnic Wear,2.5
502,42535,wcl182918,women's clothing,Ethnic Wear,2.9
503,12067,hkt140134,home & kitchen,Furniture,2.9
504,63776,mcl188327,men's clothing,T-shirts & Polos,4.9
505,94653,app192658,appliances,Kitchen & Home Appliances,4.8
506,42417,acs043786,accessories,Jewellery,3.7
507,83622,acs064456,accessories,Bags & Luggage,3.4
508,12397,bth195594,beauty & health,Diet & Nutrition,1.3
509,50120,app087797,appliances,Kitchen & Home Appliances,2.1
510,19984,tvc103977,"tv, audio & cameras",Home Entertainment Systems,1.2
511,25523,wcl001890,women's clothing,Ethnic Wear,3.3
512,74724,msh231898,men's shoes,Sports Shoes,4.3
513,67585,wcl011983,women's clothing,Clothing,4.1
514,10963,str130869,stores,Men's Fashion,4.9
515,71336,tvc031751,"tv, audio & cameras",Camera Accessories,1.1
516,39007,str254460,stores,Men's Fashion,2.5
517,23165,msh032983,men's shoes,Casual Shoes,3.3
518,43367,acs174796,accessories,Handbags & Clutches,4.3
519,26507,acs173553,accessories,Fashion & Silver Jewellery,3.8
520,84654,acs115336,accessories,Bags & Luggage,2.0
521,61621,acs228803,accessories,Jewellery,4.2
522,13618,str094053,stores,Men's Fashion,2.3
523,13744,msh222857,men's shoes,Sports Shoes,2.4
524,45723,hkt052453,home & kitchen,Kitchen & Dining,4.4
525,67459,wcl210337,women's clothing,Clothing,1.9
526,36162,wcl135778,women's clothing,Ethnic Wear,1.7
527,26027,mcl210617,men's clothing,Shirts,1.7
528,95290,acs208095,accessories,Jewellery,2.6
529,20690,msh231248,men's shoes,Formal Shoes,4.0
530,99195,mcl049627,men's clothing,Innerwear,4.1
531,54164,mcl153607,men's clothing,Innerwear,4.4
532,50165,str062917,stores,Women's Fashion,3.7
533,60887,app031721,appliances,Kitchen & Home Appliances,2.0
534,43471,msh054544,men's shoes,Sports Shoes,1.2
535,46675,hkt207744,home & kitchen,Furniture,3.9
536,50591,acs147927,accessories,Fashion & Silver Jewellery,2.5
537,58073,msh224057,men's shoes,Casual Shoes,2.9
538,61195,acs006979,accessories,Jewellery,3.3
539,20038,tvc203857,"tv, audio & cameras",Camera Accessories,1.8
540,76576,wcl236798,women's clothing,Ethnic Wear,4.2
541,87473,str186608,stores,Sportswear,2.6
542,86646,str178944,stores,Men's Fashion,2.1
543,90306,app162782,appliances,Kitchen & Home Appliances,1.7
544,89473,msc110087,music,Musical Instruments & Professional Audio,1.8
545,61300,tvc243860,"tv, audio & cameras",Camera Accessories,3.9
546,22514,wcl184956,women's clothing,Clothing,3.4
547,15789,ggf074683,grocery & gourmet foods,Snack Foods,3.7
548,73139,tvc119551,"tv, audio & cameras",Camera Accessories,3.0
549,41319,tvc143693,"tv, audio & cameras",Speakers,2.0
550,93184,app233917,appliances,Kitchen & Home Appliances,4.0
551,65169,msh093421,men's shoes,Casual Shoes,4.1
552,17563,str239301,stores,Men's Fashion,3.5
553,82412,str154172,stores,Men's Fashion,3.4
554,14907,wcl044139,women's clothing,Ethnic Wear,2.4
555,88892,mcl127009,men's clothing,Innerwear,3.2
556,57869,tvc078893,"tv, audio & cameras",Camera Accessories,2.6
557,30115,wcl056857,women's clothing,Ethnic Wear,3.2
558,96548,acs213776,accessories,Handbags & Clutches,2.2
559,48931,wcl069969,women's clothing,Western Wear,4.7
560,45973,str071641,stores,Men's Fashion,3.1
561,32097,wcl030974,women's clothing,Western Wear,3.6
562,38582,acs136590,accessories,Handbags & Clutches,3.6
563,77335,msh216812,men's shoes,Casual Shoes,2.1
564,77162,kfa060506,kids' fashion,Kids' Fashion,4.3
565,35043,wcl179385,women's clothing,Clothing,2.4
566,30844,kfa038253,kids' fashion,Baby Fashion,4.5
567,36390,mcl111827,men's clothing,Jeans,1.2
568,76532,wcl261132,women's clothing,Lingerie & Nightwear,3.3
569,62313,mcl237864,men's clothing,T-shirts & Polos,3.8
570,41774,tvc153644,"tv, audio & cameras",Cameras,2.3
571,84678,acs253442,accessories,Watches,3.0
572,23445,msh225761,men's shoes,Sports Shoes,3.7
573,76552,msh131937,men's shoes,Sports Shoes,2.8
574,67306,msh107901,men's shoes,Sports Shoes,2.7
575,23041,tvc078306,"tv, audio & cameras",Security Cameras,4.3
576,57782,bth122615,beauty & health,Health & Personal Care,3.7
577,50304,wcl049250,women's clothing,Ethnic Wear,1.6
578,84709,mcl048043,men's clothing,Jeans,2.7
579,82737,acs188756,accessories,Jewellery,4.1
580,58799,wcl040592,women's clothing,Ethnic Wear,4.5
581,51335,acs214932,accessories,Jewellery,4.5
582,16683,wcl183142,women's clothing,Lingerie & Nightwear,2.8
583,15813,acs261460,accessories,Jewellery,4.8
584,52469,msh244289,men's shoes,Sports Shoes,3.8
585,42551,str203121,stores,Women's Fashion,3.2
586,26992,wcl083371,women's clothing,Ethnic Wear,4.5
587,83830,wcl161993,women's clothing,Lingerie & Nightwear,1.1
588,45973,wcl089686,women's clothing,Lingerie & Nightwear,1.2
589,98540,str126563,stores,Men's Fashion,1.2
590,87317,tvc255603,"tv, audio & cameras",Security Cameras,4.4
591,85131,cmb188376,car & motorbike,Car Electronics,1.4
592,38556,bag113579,bags & luggage,Travel Accessories,4.1
593,23041,wcl216193,women's clothing,Ethnic Wear,1.7
594,84848,bth232754,beauty & health,Personal Care Appliances,1.3
595,13827,tvc050603,"tv, audio & cameras",Headphones,2.1
596,26217,bth185407,beauty & health,Make-up,1.5
597,13573,wcl201820,women's clothing,Lingerie & Nightwear,1.0
598,40116,acs065259,accessories,Fashion & Silver Jewellery,3.8
599,96548,mcl178760,men's clothing,Innerwear,2.3
600,48027,cmb198153,car & motorbike,Car Accessories,3.0
601,68215,mcl065654,men's clothing,Innerwear,4.4
602,32811,tvc242347,"tv, audio & cameras",Speakers,2.5
603,73564,wcl221356,women's clothing,Ethnic Wear,2.7
604,87588,cmb265586,car & motorbike,Car Accessories,3.3
605,53499,msh197665,men's shoes,Formal Shoes,2.3
606,39543,tvc062846,"tv, audio & cameras",Home Entertainment Systems,1.6
607,54176,wcl048470,women's clothing,Western Wear,1.1
608,51765,acs143947,accessories,Fashion & Silver Jewellery,4.2
609,62856,tvc117797,"tv, audio & cameras",Speakers,2.0
610,23686,msc015875,music,Musical Instruments & Professional Audio,2.6
611,69447,acs041814,accessories,Fashion & Silver Jewellery,4.9
612,65585,acs003172,accessories,Bags & Luggage,2.8
613,22942,str173064,stores,Men's Fashion,3.7
614,55419,tvc022486,"tv, audio & cameras",Headphones,1.9
615,78455,wcl185722,women's clothing,Western Wear,2.4
616,95299,acs018898,accessories,Fashion & Silver Jewellery,4.0
617,97360,tvc109423,"tv, audio & cameras",Home Entertainment Systems,1.9
618,37704,tvc000011,"tv, audio & cameras",Headphones,1.1
619,78653,cmb242309,car & motorbike,Motorbike Accessories & Parts,2.7
620,72550,acs241858,accessories,Bags & Luggage,3.2
621,94747,tvc144547,"tv, audio & cameras",Camera Accessories,4.9
622,40258,bag084982,bags & luggage,Wallets,2.2
623,59626,mcl066877,men's clothing,T-shirts & Polos,3.0
624,46242,msh123805,men's shoes,Sports Shoes,1.0
625,86598,str056593,stores,The Designer Boutique,4.9
626,75157,msh250093,men's shoes,Sports Shoes,4.5
627,50790,acs222346,accessories,Fashion & Silver Jewellery,4.5
628,31252,cmb129576,car & motorbike,Car Electronics,2.2
629,11900,app025852,appliances,Heating & Cooling Appliances,1.6
630,90314,kfa265126,kids' fashion,School Bags,2.4
631,46089,wcl233309,women's clothing,Clothing,1.1
632,24449,str017061,stores,Women's Fashion,1.1
633,13618,mcl168602,men's clothing,T-shirts & Polos,3.0
634,90607,kfa198598,kids' fashion,Kids' Clothing,4.6
635,97941,wcl048780,women's clothing,Ethnic Wear,1.2
636,28087,tvc178422,"tv, audio & cameras",Home Entertainment Systems,5.0
637,27937,kfa093506,kids' fashion,Baby Fashion,5.0
638,34502,acs069603,accessories,Jewellery,5.0
639,24878,msh055554,men's shoes,Casual Shoes,4.5
640,26296,msh124277,men's shoes,Formal Shoes,4.0
641,36579,acs124557,accessories,Watches,2.0
642,35262,bag171850,bags & luggage,Backpacks,3.5
643,89100,tvc215507,"tv, audio & cameras",Camera Accessories,1.2
644,59666,wcl025625,women's clothing,Ethnic Wear,3.9
645,39917,wcl018074,women's clothing,Western Wear,2.3
646,75332,tvc191691,"tv, audio & cameras",Home Entertainment Systems,1.5
647,98614,tvc017813,"tv, audio & cameras",Cameras,4.0
648,15833,tvc162284,"tv, audio & cameras",Security Cameras,2.2
649,83049,tvc001794,"tv, audio & cameras",Speakers,1.7
650,63638,acs001166,accessories,Handbags & Clutches,2.3
651,55913,app062789,appliances,Heating & Cooling Appliances,4.5
652,16825,acs006779,accessories,Fashion & Silver Jewellery,2.6
653,40311,hkt209210,home & kitchen,Indoor Lighting,1.5
654,65576,acs018017,accessories,Jewellery,4.7
655,35043,wcl195404,women's clothing,Lingerie & Nightwear,2.7
656,28989,tvc180773,"tv, audio & cameras",Speakers,3.7
657,48027,app092809,appliances,Kitchen & Home Appliances,1.5
658,90306,mcl135606,men's clothing,T-shirts & Polos,3.2
659,43398,wcl213834,women's clothing,Ethnic Wear,1.5
660,48366,acs196623,accessories,Handbags & Clutches,4.6
661,45200,tvc089843,"tv, audio & cameras",Cameras,4.7
662,45672,tvc090619,"tv, audio & cameras",Home Entertainment Systems,3.6
663,66612,str069218,stores,Women's Fashion,3.9
664,26605,wcl017785,women's clothing,Lingerie & Nightwear,1.5
665,89790,wcl055750,women's clothing,Western Wear,1.7
666,77552,str007891,stores,Men's Fashion,3.3
667,68508,acs089153,accessories,Bags & Luggage,2.4
668,67366,wsh110733,women's shoes,Fashion Sandals,2.4
669,95846,spf006359,sports & fitness,Running,1.3
670,63521,acs198731,accessories,Fashion & Silver Jewellery,3.3
671,90306,mcl031908,men's clothing,Innerwear,2.0
672,47042,wcl130873,women's clothing,Ethnic Wear,1.1
673,31216,spf052893,sports & fitness,Badminton,2.7
674,48626,wcl002004,women's clothing,Clothing,3.0
675,89474,mcl103561,men's clothing,Shirts,4.1
676,70006,mcl181134,men's clothing,T-shirts & Polos,2.3
677,54164,acs172717,accessories,Handbags & Clutches,3.7
678,47720,hkt252901,home & kitchen,Home Improvement,3.8
679,96511,mcl154505,men's clothing,T-shirts & Polos,3.2
680,18596,spf176713,sports & fitness,Camping & Hiking,4.7
681,41759,hkt010070,home & kitchen,Home Storage,4.2
682,20883,msh018588,men's shoes,Sports Shoes,4.2
683,55210,mcl235822,men's clothing,T-shirts & Polos,4.4
684,25117,app120463,appliances,Heating & Cooling Appliances,4.2
685,40311,app251612,appliances,Heating & Cooling Appliances,3.9
686,10137,acs003672,accessories,Watches,1.7
687,48888,ggf045611,grocery & gourmet foods,Snack Foods,1.5
688,96000,wcl226938,women's clothing,Lingerie & Nightwear,2.8
689,64817,wcl132575,women's clothing,Western Wear,4.0
690,67366,mcl198783,men's clothing,T-shirts & Polos,3.3
691,60655,acs108022,accessories,Watches,1.6
692,51068,acs105453,accessories,Fashion & Silver Jewellery,1.7
693,76493,msh064212,men's shoes,Sports Shoes,4.3
694,80397,acs073025,accessories,Bags & Luggage,3.9
695,19288,tvc160725,"tv, audio & cameras",Cameras,4.7
696,21014,cmb002076,car & motorbike,Car Accessories,3.8
697,30942,spf064821,sports & fitness,Cricket,4.0
698,83233,wcl094917,women's clothing,Lingerie & Nightwear,4.9
699,14511,wcl010678,women's clothing,Lingerie & Nightwear,3.8
700,54176,msh203688,men's shoes,Sports Shoes,2.9
701,43123,wcl231334,women's clothing,Western Wear,4.9
702,22295,tvc127130,"tv, audio & cameras",Cameras,3.3
703,59384,mcl072670,men's clothing,T-shirts & Polos,3.7
704,17038,mcl052890,men's clothing,Innerwear,2.2
705,22539,kfa045150,kids' fashion,Kids' Shoes,1.1
706,36101,str148572,stores,Sportswear,3.7
707,48156,acs104491,accessories,Fashion & Silver Jewellery,2.5
708,21221,msh090110,men's shoes,Casual Shoes,3.5
709,84201,wcl264286,women's clothing,Lingerie & Nightwear,1.8
710,89981,tvc115495,"tv, audio & cameras",Cameras,4.0
711,27048,bth016051,beauty & health,Make-up,2.2
712,18131,acs035142,accessories,Jewellery,3.2
713,90408,mcl184483,men's clothing,T-shirts & Polos,2.0
714,46416,msh187088,men's shoes,Sports Shoes,4.3
715,32286,ggf179902,grocery & gourmet foods,"Coffee, Tea & Beverages",4.7
716,80941,app198778,appliances,Heating & Cooling Appliances,4.5
717,17033,acs240012,accessories,Bags & Luggage,4.1
718,88920,tvc210366,"tv, audio & cameras",Headphones,2.9
719,35318,spf143455,sports & fitness,Badminton,2.6
720,15189,kfa164659,kids' fashion,Kids' Clothing,1.1
721,60532,msc184921,music,Musical Instruments & Professional Audio,1.5
722,70542,acs263019,accessories,Jewellery,1.3
723,40710,wcl199966,women's clothing,Lingerie & Nightwear,1.8
724,39206,msh072594,men's shoes,Sports Shoes,1.4
725,20213,app047535,appliances,Kitchen & Home Appliances,3.1
726,41325,acs051198,accessories,Bags & Luggage,2.6
727,19346,acs173860,accessories,Gold & Diamond Jewellery,1.9
728,63413,msh062416,men's shoes,Casual Shoes,3.8
729,74016,wcl058420,women's clothing,Clothing,3.9
730,98684,mcl258076,men's clothing,Innerwear,1.1
731,41319,acs104251,accessories,Handbags & Clutches,4.5
732,91003,wcl103088,women's clothing,Western Wear,2.1
733,82852,msh260378,men's shoes,Sports Shoes,2.9
734,16198,wcl054039,women's clothing,Clothing,1.8
735,84436,hkt088122,home & kitchen,Furniture,2.4
736,38023,acs043094,accessories,Handbags & Clutches,3.3
737,77335,acs082865,accessories,Handbags & Clutches,1.5
738,97636,str053118,stores,Women's Fashion,4.6
739,56443,cmb019014,car & motorbike,Car Accessories,4.4
740,19207,wcl235578,women's clothing,Lingerie & Nightwear,2.2
741,83609,msh148457,men's shoes,Casual Shoes,3.4
742,40491,tbp021757,toys & baby products,"Baby Bath, Skin & Grooming",1.5
743,11730,ind247201,industrial supplies,Industrial & Scientific Supplies,4.1
744,84783,tvc238680,"tv, audio & cameras",Headphones,1.5
745,28170,str144003,stores,Sportswear,2.0
746,64865,msh053454,men's shoes,Casual Shoes,3.5
747,37527,acs030226,accessories,Fashion & Silver Jewellery,2.9
748,12056,hkt056658,home & kitchen,Home Décor,3.9
749,46697,bag063597,bags & luggage,Wallets,4.2
750,39060,app110447,appliances,Heating & Cooling Appliances,1.2
751,44971,msh204281,men's shoes,Casual Shoes,2.5
752,50591,wcl095130,women's clothing,Ethnic Wear,1.1
753,32222,wcl017163,women's clothing,Western Wear,1.3
754,41010,wcl129967,women's clothing,Ethnic Wear,1.3
755,87935,tvc134124,"tv, audio & cameras",Headphones,1.4
756,77036,mcl159314,men's clothing,Innerwear,4.5
757,98616,tvc111074,"tv, audio & cameras",Security Cameras,2.2
758,84907,mcl070640,men's clothing,Innerwear,4.8
759,59413,mcl100628,men's clothing,Innerwear,2.2
760,45358,mcl028993,men's clothing,Jeans,4.6
761,77552,str257507,stores,Men's Fashion,3.5
762,97793,app181898,appliances,Heating & Cooling Appliances,2.6
763,77162,bth191008,beauty & health,Diet & Nutrition,3.4
764,28127,ggf099930,grocery & gourmet foods,Snack Foods,2.1
765,51453,msh070199,men's shoes,Casual Shoes,4.1
766,56789,app047495,appliances,Heating & Cooling Appliances,2.7
767,66521,acs201187,accessories,Fashion & Silver Jewellery,3.3
768,45217,tvc004109,"tv, audio & cameras",Headphones,2.1
769,16868,mcl261307,men's clothing,T-shirts & Polos,4.0
770,36175,tvc158075,"tv, audio & cameras",Camera Accessories,1.7
771,25138,mcl018481,men's clothing,Shirts,1.8
772,59173,msh207324,men's shoes,Formal Shoes,3.8
773,90470,tvc187018,"tv, audio & cameras",Camera Accessories,3.5
774,76537,tvc012736,"tv, audio & cameras",Speakers,4.2
775,96686,tbp020326,toys & baby products,Toys & Games,4.4
776,48355,wcl004505,women's clothing,Lingerie & Nightwear,2.6
777,26930,tvc018894,"tv, audio & cameras",Cameras,1.8
778,97793,acs085456,accessories,Fashion & Silver Jewellery,1.7
779,63031,acs136177,accessories,Fashion & Silver Jewellery,3.9
780,91335,tvc194798,"tv, audio & cameras",Home Entertainment Systems,4.2
781,11217,wcl153878,women's clothing,Lingerie & Nightwear,4.5
782,84118,tvc056113,"tv, audio & cameras",Headphones,3.3
783,40710,acs219884,accessories,Jewellery,3.5
784,23194,mcl194485,men's clothing,Innerwear,1.4
785,14453,tvc127868,"tv, audio & cameras",Cameras,1.2
786,78749,bth094544,beauty & health,Beauty & Grooming,3.7
787,28170,wcl203907,women's clothing,Clothing,2.8
788,61834,app147621,appliances,Heating & Cooling Appliances,4.8
789,70542,wcl219160,women's clothing,Clothing,4.5
790,55140,msh079597,men's shoes,Sports Shoes,4.1
791,36399,wcl020276,women's clothing,Clothing,2.3
792,96053,wcl127261,women's clothing,Lingerie & Nightwear,1.1
793,32238,wcl041438,women's clothing,Western Wear,1.3
794,43367,wcl070069,women's clothing,Western Wear,4.7
795,65458,acs041921,accessories,Handbags & Clutches,2.3
796,32066,msh084574,men's shoes,Sports Shoes,5.0
797,94013,hkt169050,home & kitchen,Bedroom Linen,4.8
798,43571,acs104563,accessories,Jewellery,4.6
799,99060,bth106360,beauty & health,Health & Personal Care,1.9
800,68888,acs162045,accessories,Watches,1.5
801,50525,msh209446,men's shoes,Casual Shoes,2.3
802,91212,msh019835,men's shoes,Formal Shoes,1.9
803,48355,tvc261015,"tv, audio & cameras",Headphones,2.3
804,95426,mcl244632,men's clothing,Innerwear,2.7
805,10059,cmb054903,car & motorbike,Motorbike Accessories & Parts,2.1
806,37341,msh260042,men's shoes,Formal Shoes,3.6
807,13744,wcl185973,women's clothing,Clothing,1.6
808,98305,acs084517,accessories,Bags & Luggage,1.4
809,48705,acs253840,accessories,Fashion & Silver Jewellery,4.6
810,55167,acs023902,accessories,Jewellery,2.7
811,58425,spf216230,sports & fitness,Running,4.6
812,78454,acs114400,accessories,Watches,2.0
813,90260,wcl000496,women's clothing,Lingerie & Nightwear,1.3
814,80284,hkt152605,home & kitchen,Furniture,3.3
815,89790,wcl145875,women's clothing,Lingerie & Nightwear,3.1
816,80760,acs166105,accessories,Bags & Luggage,3.5
817,36332,msh179199,men's shoes,Casual Shoes,1.6
818,43106,acs046229,accessories,Jewellery,1.2
819,88685,app252173,appliances,Heating & Cooling Appliances,3.7
820,56376,spf249241,sports & fitness,Fitness Accessories,1.6
821,59426,acs020144,accessories,Handbags & Clutches,3.7
822,96927,wcl153252,women's clothing,Ethnic Wear,1.2
823,77837,acs055751,accessories,Watches,4.7
824,48047,tvc158546,"tv, audio & cameras",Home Entertainment Systems,2.2
